id_tweet,ironic,depends_image,depends_link,depends_retweet,text
609626109207007232,True,False,False,,Algunas personas sufren en las discos mientras tonean y se divierten a mil. #sarcasmo
618290701999058944,True,False,False,,
610973002767798273,True,False,False,,
622942989078237184,True,False,False,,@jacevedoaraya es para sostener el marcador..... #sarcasmo
602549637355012097,True,True,False,,"Alguna de estas imágenes te sacara una sonrisa. 
#Humor #Sarcasmo #ViveFeliz #domingo #Relax #Diversión 
http://t.co/LqmV8iRO6V"
603198082004684800,True,False,False,,@_Eurovision2014 en 2013 falta esdm jajajajajajajajajajja top 1 hombre #ironia
619651652765806592,True,False,False,,Hooo que buen padre...#Sarcasmo #GH2015
615318932556259329,True,False,False,,"@JhoynerV  ja ja ja ja ja así o más claro, casi no se me nota😏 #Sarcasmo, gracias!"
614777819269308417,False,False,False,,@patronbermudez con todo respeto lo principios de colombia? Entonces llamen a #bolillo espero noten mi #sarcasmo
614790682151124992,False,False,False,,
622963885545426944,True,False,False,,
607068498448269312,True,False,False,,Gran rapidez todo en la UPO y no iban a ser menos en las correcciones de los exámenes #Ironía
608990630371577856,True,False,False,,¿Que humilde es Simeone no? #ironía #llorón #falso
606079182666407936,True,True,False,,¿Alguien se viene a la playa conmigo? #resfriado #pfff #ironia https://t.co/nGvAvPPBHn
608098462719209472,False,False,False,,"Tantos enamorados que no son novios😵💑💔💓
y tantos novios que no estan enamorados😂😲👊💟💔🔫
#ironia↖"
602968933226979331,True,False,False,,"Despues de 4 años de desastres políticos, el único cesado por malos resultados en España es Ancelotti #ironia #verdadverdadera"
609324619036622849,True,False,False,,@CHENCHA_MUU Por eso lo dije. Pq no hay agua. #Sarcasmo
622450486646603776,True,True,False,,"@RossyFloresR @caacosta1962 antes solo pelucones comprábamos en Miami ahora con los nuevos ricos cualquiera puede compra, q mal!. #sarcasmo"
604743688640700416,True,True,False,,"Igual, igual que @Pablo_Iglesias_  
#Ironia  https://t.co/94gAgPFMY4"
618391130745532416,False,False,False,,"Dia de mi cumpleaños todos me hablan, dia siguiente no existo...  #sarcasmo gracias facebook"
623818762081411072,True,False,False,,Le comentaré receptor ingreso q ya nos avisareis cuando no esté penalizado ingresar € en una cuenta #ironia Salu2! @facua  @santander_resp
606166394439241728,True,False,False,,
610812478105194496,False,False,False,,"Escuchar cantar a esos que tienen audífonos y creen que su voz es igual al cantante, no tiene precio 🙈 #Sarcasmo 😲😱😨 😫 como para llorar 😖"
610205480124850176,True,False,False,,“@cspatria: Termina el partido en el Samborondón Arena. @cspatria 30 - Panamá 0.” El arbitro metió la mano en el partido? #sarcasmo jaja
620572905840222208,True,False,False,,
620691880918052864,True,False,False,,"""Que yo estoy enamorao' prusss yo estoy es tragao'"" #sarcasmo"
619532288997462016,True,True,False,,Ironías de la vida!! https://t.co/QPfPUJqoFE
619272750897696768,True,False,False,,@victor_gonzalo_ @joanconti i ara Unió si treu algun diputat serà gràcies als mateixos votants!!! #ironia
609670663180288001,True,False,True,,Un sábado de pactos y celebracion #politica por toda #Espana ¿Cuanto va durar? #ironia http://t.co/tkQwkCOTWP
620349146726289408,True,False,False,,Seré la única que piensa en que con todos esos frutos y semillas podrían haber alimentado a cientos de pobres? #Ironía #Paraguay
614773609580625920,True,True,False,,"Le hicieron creer a todos que era la vesícula... Ajá! La gaviota se lo ajusticio...

Orteman 
#Sarcasmo 
#Humor... http://t.co/OZslN0N8uk"
603906204000198656,True,True,False,,"@notihoyweb creo que les falta un poquito de iniciativa y originalidad!!!! No sé, es mi apreciación #Sarcasmo"
611227690780078081,True,True,False,,"Yo sé, pero te dije que pelearíamos 😁 https://t.co/EOcHJs0DEq"
609304606183673856,True,False,False,,#SoyFelizCuando se a donde voy. La #ironia es que solo cuando te pierdes puedes encontrar tu camino. http://t.co/IeWdxs5o4a
615841546991067136,True,False,False,,"Es de idiotas que te enteres que esa persona ya no quiere verte jamás, cuando la que la cagó fue la que no quiere verte jajaja. #Ironía"
604759646243573761,True,True,False,,
604736301250846720,True,False,False,,
615753032232341504,True,False,False,,7 mil millones de personas y tu insistes en alguien que no te quiere. #ironia #rt
609720630662045696,True,False,False,,"No se sufre por amor, se sufre por idiota. #Sarcasmo 💁"
611196232304824320,True,False,False,,"Decir la frase ""¡TE HE DICHO QUE NO GRITES!""gritando... #Ironía"
615860529815547904,True,False,False,,@Rambo_xx3 se acabaría la magia? #Sarcasmo
631658848928010241,True,False,False,,@ccristianrnr tenia que pelear? Jodeme? #Sarcasmo
609391931810910208,True,False,True,,"Un buen psicópata sabe que lastimar a alguien por venganza no está bien…
#Psicópata #Sarcasmo #Venganza #Diversión http://t.co/ddI1ZrPpDn"
620770124480540674,True,False,False,,"Me siento tan mal por todos los #PintoLovers con sus camisas de Honduras y cantando el himno. Me romperé el corazón, en serio. #sarcasmo"
619629754463977474,True,False,False,,Muy ilusionantes para los Knick's fan... #Ironia https://t.co/jYqtSmP6zb
602891625476534272,True,True,False,,"@marca yo soy CR7 y me voy. El club no estaría estando a su altura, nivel, rendimiento, goles. #Ironía"
611566712677396480,True,False,False,,"Mucha charla de ""te vamos a auditar, tenes que cumplir la ley"" pero bien que dejan el auto arriba de la vereda. #Ironia"
611149222025523200,True,False,False,,El Osasuna amañando.... no me lo esperaba... #Ironia. A SEGUNDA B!!!
614797707920732160,True,False,False,,@meryone Matrimonio igualitario -&gt; quita derechos a los heteros. Poner la banderita -&gt; los niños pasan hambre. Lógica aplastante #ironía
607449322884603904,True,False,False,,Ni me fio ya de la programcion de @teledeporte.... LUNES pone qudan el Suecia-Nigeria pero 45 min #ironia #WWC2015
